row,thread_id,group,title,comment_count,comment_id,comment_rank,comment_timestamp,comment_user,comment_text,comment_authors,comment_works,solved,answer,librarything_id,notes
408,101356,Name that Book,Holocaust Fiction? - Gentile Rescuer,3,101356-2,2,"Oct 30, 2010, 11:04pm",Radella,"It's memoir, so I'm not sure it's what you're looking for, but In My Hands sounds like it. Or maybe those who save us. Both are about women who are taken as a mistress, but I don't recall either one being about factories...",,111911|218636,solved,Irene Gut Opdyke: In My Hands: Memories of a Holocaust Rescuer ,111911,
409,101356,Name that Book,Holocaust Fiction? - Gentile Rescuer,3,101356-3,3,"Oct 31, 2010, 11:08am",SusieBookworm,I think it is In My Hands. Thanks!,,111911,confirmed,,,
410,79774,Name that Book,Heroic quest at sea..,8,79774-1,1,"Dec 21, 2009, 10:20am",jamelee,"Hi - I'm trying to track down a book I used to borrow from my local library approx 20 years ago. The version I borrowed was a large book with illustrations. The plot was along the lines of an heroic quest with the shipmates sailing from adventure to adventure.  I remember chapters involving the main protagonist playing chess with death, the ship sailing close to the 'Edge of the World' and an encounter with fear/ despair inducing mermaids.. Any suggestions welcome as would love to read this with my son having enjoyed it so much as a boy myself!",,,,,,
411,79774,Name that Book,Heroic quest at sea..,8,79774-2,2,"Edited: Dec 21, 2009, 12:22pm",Nerilka,"Well, if it wasn't for the playing chess with death part, it sounds a lot like The Voyage of the Dawn Treader by C. S. Lewis...",lewiscss,1182720,,,,
412,79774,Name that Book,Heroic quest at sea..,8,79774-3,3,"Dec 21, 2009, 12:56pm",Booksloth,Sounds a lot like Jason and the Argonauts to me.,,,,,,
413,79774,Name that Book,Heroic quest at sea..,8,79774-4,4,"Edited: Dec 21, 2009, 8:00pm",Petroglyph,"I was going to suggest Jason & his Argonauts, too. There must be tons of retellings and adaptations of that one...",,,,,,
414,79774,Name that Book,Heroic quest at sea..,8,79774-5,5,"Dec 21, 2009, 8:14pm",weener,My Google-fu tells me that this book might be Saga of Erik the Viking by Terry Jones. There is a summary on someone's weird blog.,,123054,solved,Terry Jones: The Saga of Erik the Viking,123054,
415,79774,Name that Book,Heroic quest at sea..,8,79774-6,6,"Dec 21, 2009, 10:09pm",Belladonna1975,LOL you must be a blackbelt weener!,,,,,,
416,79774,Name that Book,Heroic quest at sea..,8,79774-7,7,"Dec 29, 2009, 9:17am",jamelee,Weener thanks very much - this is exactly the book I remember - very impressed!! Thanks again!!,,,confirmed,,,
417,79774,Name that Book,Heroic quest at sea..,8,79774-8,8,"Jan 5, 2010, 10:05pm",weener,You're very welcome!,,,,,,
418,88457,Name that Book,Sci Fi short story about changing spelling read late 70s or early 80s,4,88457-1,1,"Apr 5, 2010, 3:15pm",kamikazepirate,"I'm looking for a story that I read once talking about changing spelling in English to a more standard format. As each change was suggested the story would incorporate that change, for example the first change was to eliminate the letter 'c', changing spelling to 's' or 'k' depending on pronunciation. (Sigar or kat) I'm hoping someone remembers this, I think I read it during the late seventies or early eighties. My memory is that it was written by a female author in a sci fi story collection. Thanx, KP",,,,,,
419,88457,Name that Book,Sci Fi short story about changing spelling read late 70s or early 80s,4,88457-2,2,"Apr 5, 2010, 7:29pm",MyriadBooks,"Well, it's more humor than science fiction, but I'm strongly reminded of A Plan for the Improvement of English Spelling, attributed to Mark Twain.",,,,,,
420,88457,Name that Book,Sci Fi short story about changing spelling read late 70s or early 80s,4,88457-3,3,"Edited: Apr 5, 2010, 8:12pm",weener,"I think you're remembering MEIHEM IN CE KLASRUM by W.K. Lessing (who was writing under the pseudonym Dolton Edwards). It was printed in Isaac Asimov Presents: The Great SF Stories 8 as one of the best stories of 1946. It's not long, and several versions are available online, such as here.",,125696,,,,
421,88457,Name that Book,Sci Fi short story about changing spelling read late 70s or early 80s,4,88457-4,4,"Apr 7, 2010, 1:58am",staffordcastle,"If you liked that, you might enjoy Ella Minnow Pea, which has a sort of similar premise.",,5122,unsolved,,,
422,119306,Name that Book,"Nonfiction, about how low prices are bad",5,119306-1,1,"Jun 20, 2011, 9:30am",erniebornheimer,"For some people, that is, in the long run. Lots of stories / examples, but the only one I remember is Wal-Mart. I heard an interview with the female author, probably on NPR, probably not on Fresh Air, about three years ago, give or take a year. Searching Amazon shows that there are a few books on this topic, but I can't find any by a woman. Thank you! Ernie",,,,,,
423,119306,Name that Book,"Nonfiction, about how low prices are bad",5,119306-2,2,"Jun 20, 2011, 9:38am",lorax,This is almost certainly Cheap: The High Cost of Discount Culture by Ellen Shell.,,8360146,solved,Ellen Ruppel Shell: Cheap: The High Cost of Discount Culture,8360146,
424,119306,Name that Book,"Nonfiction, about how low prices are bad",5,119306-3,3,"Jun 20, 2011, 9:39am",wester,"Could it be Cheap: The High Cost of Discount Culture? The subject seems right, it was relased in 2009, and the author is a woman.",,8360146,solved,,,
425,119306,Name that Book,"Nonfiction, about how low prices are bad",5,119306-4,4,"Jun 20, 2011, 9:40am",wester,Great minds... ;-P,,,,,,
426,119306,Name that Book,"Nonfiction, about how low prices are bad",5,119306-5,5,"Jun 20, 2011, 10:20am",erniebornheimer,"Wester and Lorax Yes, that looks like it.....thank you both!",,,confirmed,,,
427,121286,Name that Book,"Children's Fiction--princess(?), woodland path, animal helpers",5,121286-1,1,"Jul 29, 2011, 5:12pm",babymagnet,"Hello; I am searching for a book that I read as a child, probably circa 1990 give or take a few years. I remember it was a small hardcover book with a picture of a wood and a path, and girl with long blond hair travelling along the path. It seems to me the plot had something to do with her trying to get to the end of the path for some quest like adventure, and she had animal friends who helped her. I am sorry that is all I have! Hopefully someone will be able to show me the cover--I think that would be the most helpful!",,,,,,
428,121286,Name that Book,"Children's Fiction--princess(?), woodland path, animal helpers",5,121286-2,2,"Jul 31, 2011, 9:30pm",MyriadBooks,Could you be thinking of Lily of the Forest?,,5145752,,,,
429,121286,Name that Book,"Children's Fiction--princess(?), woodland path, animal helpers",5,121286-3,3,"Aug 1, 2011, 2:48am",babymagnet,"Nope, that does not sound familiar. I think it was closer in style to a fairy tale, and the cover had a picture of the girl in long blond hair skipping or running down the path...",,,,,,
430,121286,Name that Book,"Children's Fiction--princess(?), woodland path, animal helpers",5,121286-4,4,"Aug 2, 2011, 2:28pm",merrystar,Possibly Shadow Castle?,,714036,,,,
431,121286,Name that Book,"Children's Fiction--princess(?), woodland path, animal helpers",5,121286-5,5,"Aug 2, 2011, 11:41pm",babymagnet,"No, that isn't it either. I am beginning to think that this book will never be found! Thank you for your suggestions.",,,unsolved,,,
432,27625,Name that Book,Teen book girl being brainwashed by aunt and uncle,4,27625-1,1,"Jan 12, 2008, 6:33pm",Jodyreadseverything,"I read this book probably about twenty years ago and can't remember the name of the book or the author. An orphaned girl lives happily with her Aunt until one day the Aunt marries some really creepy man. They go to live in his house where he has three daughters from his first marriage. These daughters never leave the house or go to school and the man has brainwashed the Aunt into his way of thinking, which I think is some weird cross between an extreem religion and a desire to protect and control his children. The girl wants a normal life and tries to escape, even to the point of getting out and begging the neighbours to help her but the Aunt and Uncle catch her and tell the neighbours she is mentally disabled and not to pay her any attention. Eventually the middle daughter (who I think is called Helen) becomes caught up in the girl's description of real life, friends, school etc and agrees to help her. The girl pretends to be coming around to the Uncle's way of thinking and is eventually allowed to leave the house in the company of his daughters. They go jogging late at night for exercise with a cover story of looking for a lost puppy. This is how the girl and Helen escape. I'm not sure if that's how it ends or just all I can remember but I'm trying to replace my old books and this was one that got away somehow but that I would like to track down.",,,,,,
433,27625,Name that Book,Teen book girl being brainwashed by aunt and uncle,4,27625-2,2,"Jan 18, 2008, 11:29pm",fullyarmedvishnu,Maybe Secrets in the Attic or one of the others in that series?,,2781551,,,,
434,27625,Name that Book,Teen book girl being brainwashed by aunt and uncle,4,27625-3,3,"Edited: Jan 20, 2008, 3:20am",Damiella,your description reminds me of People Might Hear You by Robyn Klein - just being raised by her uncle & aunt & the 3 dtrs - isolation from the neighbours etc - timing about right too as I've just checked & it was published in '84,,134973,solved,Robin Klein: People Might Hear You,134973,
435,27625,Name that Book,Teen book girl being brainwashed by aunt and uncle,4,27625-4,4,"Jan 23, 2008, 7:48pm",Jodyreadseverything,"#3 - I've just had a look on Amazon etc at the reviews and I'm fairly certain that this is the book. It has a character called Helen and the main character is described as being virtually imprisoned while they try to brainwash her. The name Mr Tyrell seems familier and he is named as the step-uncle on the reviews, so thank you, I think you've found my book. #2 - Thanks also for trying to help me out.",,,confirmed,,,
436,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-1,1,"Nov 3, 2011, 1:44pm",Naberius,"I'm trying to find a book for one of my library's patrons, so I'm now asking the collective mind (after searching on my own). It's a YA book, from the late 1980s/early 1990s. Plot: A girl with asthma almost drowns and is rescued by the ghost of a boy who did drown, and they fall in love. Any ideas on what this could be are welcome! Thanks!",,,,,,
437,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-2,2,"Nov 3, 2011, 3:25pm",sqdancer,Could it be Appointment With a Stranger by Jean Thesman ?,thesmanjean,576758,,,,
438,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-3,3,"Edited: Nov 3, 2011, 3:46pm",Edward,This message has been deleted by its author.,,,,,,
439,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-4,4,"Nov 3, 2011, 5:12pm",macsbrains,That was one of my favorite books as a teen. It makes me smile to know someone else is seeking it out.,,,,,,
440,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-5,5,"Edited: Nov 3, 2011, 6:41pm",theapparatus,May want to ask here as this is the group that's monitored for that kind of request: http://www.librarything.com/groups/namethatbook Please be sure to review the posting instructions before asking. Good luck,,,,,,
441,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-6,6,"Nov 6, 2011, 1:57pm",Naberius,"Hi! Thanks --- as it turned out, about 15 minutes after I posted, patron called back -- turned out her husband remembered the name of the book. :)",,,,,,
442,126216,Librarians who LibraryThing,"Trying to find a book - help, please!!!",7,126216-7,7,"Nov 6, 2011, 4:23pm",theapparatus,So what was it? That way the rest of us can loo at it if we want.,,,unsolved,,,
443,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-1,1,"Apr 5, 2011, 9:18am",Oneiric,"Hi, I'm looking for this book about a girl and her mum who own an antique shop, and a strange boy comes to work for them, telling the loveliest yarns about their antiques to customers.  First (I think), a grandfather clock that was owned by a fatalistic irishman, whose belief in his fated death led to it; and then something about a jewellery box (?) in India... Basically, he managed to come up with colourful stories that made their antiques sell well, but this didn't go down well with the girl/her mum who had a policy of not lying.. and then it started turning out each of the stories was true.. And in the end, the boy turned out to be a lonely author getting lost in his book and the girl and her mum were characters therein... I've been racking my mind for a while but can't come up with anything... other than *I think* it was a female author..",,,,,,
444,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-2,2,"Apr 5, 2011, 10:01am",MerryMary,When this one is solved it it will definitely go on my list. It sounds fascinating.,,,,,,
445,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-3,3,"Apr 5, 2011, 10:48am",Sakerfalcon,"A pack of lies by Geraldine McCaughrean? Here's the product description from amazon: Ailsa doesn't trust MCC Berkshire, the mysterious man helping out in her mother's antique shop. He tells wonderful stories about all the antiques, and his stories persuade the customers to buy the items he talks about, but everything he says is a pack of lies, isn't it? The story of Ailsa and MCC is interwoven with the stories MCC tells the customers, which range from romances to adventure stories; from crime dramas to pirate stories; from stories set in modern-day Ireland to stories set in ancient China.",,26116,solved,Geraldine McCaughrean: A Pack of Lies,26116,
446,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-4,4,"Apr 5, 2011, 10:51am",Nerilka,Sakerfalcon just beat me to it! I was going to suggest A Pack of Lies too. Hope it's your book.,,,solved,,,
447,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-5,5,"Apr 5, 2011, 4:14pm",Oneiricl,Oh wow oh wow. That's it! Thank you guys!,,,confirmed,,,
448,113543,Name that Book,YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w,6,113543-6,6,"Apr 26, 2011, 12:28pm",RowanTribe,"Bumping to say that I thought this sounded so interesting - got it from the library, and it was very cool. Bought a copy myself!",,,,,,
449,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-1,1,"Apr 19, 2007, 1:57pm",katydid-it,"Hello,  First post here. I have a friend who is looking for a book without knowing the title or author. Here's what he knows about it...it appeared on some ""Top 200"" book list although he's not sure which one. It's vaguely about WWII and the Pacific. It could be based on the author's own experience, but he thinks that it's literature and not an autobiography. It might have been published in the 1950s, but he's really not sure.  Vague eh? It was a book an exgirlfriend recommended and they are no longer are terms for him to be able to ask her.  I can only come up with Norman Mailer's ""The Naked and the Dead"" or ""The Caine Mutiny."" Anyone else have ideas? Thanks!",,,,,,
450,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-2,2,"Apr 19, 2007, 5:14pm",rebeccanyc,Could it be From Here to Eternity by James Jones?,jonesjames,70314,,,,
451,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-3,3,"Apr 19, 2007, 5:19pm",Kaysee,Maybe - War and Remembrance by Herman Wouk?,,,,,,
452,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-4,4,"Edited: Apr 19, 2007, 6:25pm",avaland,"If you check over on the Historical Fiction Group, they have a thread for WWII literature. There is so much, especially during the 60's and 70's. The Bridges at Toko-Ri by James Michener, The Bridge over the River Kwai by Pierre Boul, The Dirty Dozen by Nathanson ... I would question him a bit more. See if he can remember something about the story. Any clue would be helpful. >3 The Winds of War was the first volume, before War and Remembrance. I'm pretty sure those came out in the 70's, but Caine Mutiny was definately much earlier. edited because....Sorry, I think the Michener is the Korean War...I read it when I was 12 or 13, so loooong ago....",michenerjamesa|fulltext,115623|8040|210924|90182|49632,,,,
453,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-5,5,"Apr 19, 2007, 5:50pm",Autodafe,The Thin Red Line by James Jones?,jonesjames,8361,,,,
454,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-6,6,"Apr 19, 2007, 11:24pm",pamelad,"Tales of the South Pacific, James Michener?",michenerjamesa,147414,,,,
455,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-7,7,"Apr 20, 2007, 6:29pm",Linkmeister,"Guadalcanal Diary-- Richard Tregaskis? That's a non-fiction account of the battle for the island in WW 2, though. Bridges at Toko-Ri is indeed Korean War.",tregaskisrichard,118690|210924,,,,
456,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-8,8,"Apr 26, 2007, 10:04am",amandameale,"I think he should ring the girlfriend, pretend to be someone else doing a survey and ASK HER.",,,,,,
457,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-9,9,"Apr 26, 2007, 10:05am",amandameale,OR get back together for as long as it takes to find the name of the book?,,,,,,
458,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-10,10,"Apr 26, 2007, 6:58pm",gautherbelle,Or ask a friend to call her.,,,,,,
459,11159,Book talk,help finding a book for a friend...WWII literature.,11,11159-11,11,"Apr 26, 2007, 7:00pm",LadyN,Try the Name That Book group...,,,unsolved,,,
460,19835,Name that Book,Prison book?,9,19835-1,1,"Sep 8, 2007, 12:26am",MedusaMagic,"Hello all-- I posted this elsewhere on this site but was advised to try it here as well. I am trying to recall the title of a book I read in about 1983 that was about a foreign prison. My gym/health teacher recommended it along with Midnight Express, and I promptly read both. But for the life of me I have not been able to remember the title or even what country it took place in! Any ideas?",,,,,,
461,19835,Name that Book,Prison book?,9,19835-2,2,"Sep 8, 2007, 7:59am",SJaneDoe,At that time it was probably about a Soviet prison...maybe something from The Gulag Archipelago or Darkness at Noon? Was it a novel or non-fiction? Do you remember any more details...even a scene or character or something?,,3580861|19365,,,,
462,19835,Name that Book,Prison book?,9,19835-3,3,"Sep 8, 2007, 8:26am",LadyClare,How about Papillon by Henri Charriere,,,,,,
463,19835,Name that Book,Prison book?,9,19835-4,4,"Sep 22, 2007, 1:56am",MedusaMagic,I really don't remember anything else unfortunately- but I will check these out- I'm sure once I start reading it will jar my memory- thanks!,,,,,,
464,19835,Name that Book,Prison book?,9,19835-5,5,"Sep 27, 2007, 6:26pm",TeamYankeeKiwi,There is also Against All Hope by Armando Valladares which I remember reading around that time. It's about life in a Cuban prison. A very good book as I recall.,valladaresarmando,13149,,,,
465,19835,Name that Book,Prison book?,9,19835-6,6,"Edited: Apr 11, 2008, 10:25am",Booksloth,Could it have been Kiss of the Spider Woman? (I'm assuming a fairly broad-minded teacher here).,,49782,,,,
466,19835,Name that Book,Prison book?,9,19835-7,7,"Apr 11, 2008, 11:12am",thorold,"Miracle of the rose, Our lady of the flowers? (even more broadminded teacher...) When you say foreign, do you mean ""not the USA""?",,21491|171055,,,,
467,19835,Name that Book,Prison book?,9,19835-8,8,"Feb 3, 2010, 8:10pm",MedusaMagic,"Hi- I've been gone a while after a long stint without a computer but remembered I had posted this because I watched Midnight Express again last night, and then posted this same question on Facebook (only one response- Papillon). But wanted to thank you all for these suggestions and apologize for disappearing. Yes, I meant not in the U.S. and I am still drawing a total blank as to any details about it. I just remember running to check out the two books and that they were good, unfortunately my memory plays tricks on me sometimes. Look forward to reading all of these and if I do remember I will let you know!",,,,,,
468,19835,Name that Book,Prison book?,9,19835-9,9,"Feb 7, 2010, 2:53pm",thorold,"Welcome back!  Looking at this again, Kiss of the Spider Woman sounds like a strong candidate: it was being talked about a lot in the early eighties, getting all sorts of international awards. The stage version came out in 1983 and the film in 1985.",,49782,unsolved,,,
469,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-1,1,"Jun 15, 2010, 2:30am",thedude716,"I read this novel about 8 to 10 years ago. It may have been a novella. Not sure. Anyway, it takes place somewhere in space and in the somewhat far future. Teenage boy works for government doing stuff on a computer creating virtual moves so the army can move ahead and accomplish those moves. The teenager has a relationship with some teen female, they have some love story. This is a guess, but I can't remember too well, I think they try to run away at some point with some friends of theirs. Also, the novel is first person perspective, in the boy's view. No idea what any of the names for the characters were. At some points, the words were italicized, and the boy would narrate the time. That's all I can think of right now, also, the cover, I remember was either orange or red with a grid looking thing on it. Maybe even yellow. Please help if you can. Thanks.!",,,,,,
470,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-2,2,"Jun 15, 2010, 2:51am",jjmcgaffey,"Possibly one of Orson Scott Card's Ender books - I believe the first is Ender's Game, where a boy plays games on the computer all the time and doesn't know (until the end?) that he's fighting (and winning) a war against aliens in the real world (outside the computer). Though in that book he's only 7 or 8.",,825739,,,,
471,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-3,3,"Jun 15, 2010, 2:51am",thedude716,"Just to add a few more minor details I just remembered or thought of. The boy was probably in a military academy, as well as the rest of his friends. And I'm sure it's not Ender's Game, as I said, this novel is in first person perspective.",,825739,,,,
472,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-4,4,"Jun 15, 2010, 2:58am",thedude716,"Also, since I read it when I was about 10, maybe. I highly doubt this book will be longer than about 350 pages.",,,,,,
473,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-5,5,"Jun 17, 2010, 4:58pm",araKnid,"Well, my best guess would be Virtual War, but it doesn't seem to entirely match your posting... I believe that the nations in this book conducted warfare by having teens compete in a virtual battle. Other than that, this might be your book (although it's been so long since I've read it, I can't remember if it's in 1st person or not). If this is the book or it's not but you're interested, there are also a few sequels.",,1057762,solved,Gloria Skurzynski: Virtual War,1057762,
474,92996,Name that Book,YA SciFi. Teen genious with military moves.,6,92996-6,6,"Jun 22, 2010, 12:58am",thedude716,"Thank you so much, I looked up the book for more details. I'm pretty much 100% sure that's it. The character's name Corgan rings a bell, and they say he has a highly developed sense of time. Other descriptions fit exactly what I read when I read it ten years ago.",,,confirmed,,,
475,74255,Name that Book,"YA Fiction, 7-9 years ago, Boy is bored & taken away to a magical house, four seasons in a day, can'",3,74255-1,1,"Oct 1, 2009, 6:37am",Baileybutt,"I really can't remember much about this Book, it just popped into my head and I really want to find it now. I'm not even sure whether I actually read it or dreamt it haha. anyway... How I remember it: A Young boy either  a) fights with his mother and is in his room angry at her b) Is just bored on school holidays in his room (I get the feeling this is set in England) A crazy man comes in either: a) by flying through the window b) or appearing with a ""pop"" The man offers the boy a life of fun and freedom the boy accepts. They then travel to a house of some sort where there are all four seasons in a day. As I remember it he loves it there then sinister undertones are revealed and the boy begins to miss his family. He tries to escape but everytime he goes through the gate it simply leads him back to the house through some sort of magic. In the end he escapes using some sort of rope or sling shot contraption.  It's really sad in the end because he only stays there for about 10 days but on the outside world that is equivalent to 10 years and his parents have put out missing persons posters and stuff and he has been missing for the whole time.  Ring a bell anyone??  Like I said I probably made a lot of these details up. Thanks heaps Aleesha",,,,,,
476,74255,Name that Book,"YA Fiction, 7-9 years ago, Boy is bored & taken away to a magical house, four seasons in a day, can'",3,74255-2,2,"Oct 1, 2009, 8:42am",infiniteletters,The Thief of Always by Clive Barker.,,6060,solved,Clive Barker: The Thief of Always,6060,
477,74255,Name that Book,"YA Fiction, 7-9 years ago, Boy is bored & taken away to a magical house, four seasons in a day, can'",3,74255-3,3,"Oct 1, 2009, 1:02pm",Baileybutt,Wow thanks heaps! I was racking my brains and that was seriously all i could remember. This forum group is awesome :) Thank You,,,confirmed,,,
478,105895,Name that Book,British Historical Bio /controversial / actually autobio,4,105895-1,1,"Dec 30, 2010, 4:20pm",merrymac51,One of my library patrons is looking for a book written this year by a British author that was supposedly a biography about a historical figure but in reality it is more autobiographical about the author. Patron described it as controversial.  Any help is greatly appreciated!,,,,,,
479,105895,Name that Book,British Historical Bio /controversial / actually autobio,4,105895-2,2,"Jan 4, 2011, 11:39am",lazybee,"He's American not British, but it was discovered this year that Stephen E.Ambrose fabricated a lot of the interviews he used in Eisenhower and his other books about Eisenhower. That's the only controversy over a biography of a historical figure that I can think of.",ambrosestephene,2709953,,,,
480,105895,Name that Book,British Historical Bio /controversial / actually autobio,4,105895-3,3,"Jan 4, 2011, 1:36pm",Capybara_99,Maybe this? http://www.guardian.co.uk/books/2010/jul/10/pevsner-germany-stephen-games-review,,,,,,
481,105895,Name that Book,British Historical Bio /controversial / actually autobio,4,105895-4,4,"Jan 8, 2011, 12:30pm",merrymac51,I'll pass on the info to my patron and hopefully this will be it. Thanks so much!,,,unsolved,,,
482,93055,Name that Book,"Children's Horror, Short Story Collection",1,93055-1,1,"Jun 15, 2010, 8:01pm",SlySionnach,"I was chatting with a friend tonight about how Scary Stories by Alvin Schwartz used to scare the heck out of us, and he brought up that there used to be ANOTHER book he would read that was ""scarier."" Of course, he can't remember the title or author, so I thought I might ask here. The cover is what he remembers: pink, with the silhouette of trees. He read it at least ten to fifteen years ago.  If anyone has any idea, please let me know! I want to read some more frightening stories that may or may not scare children for life ;) Thank you in advance!",schwartzalvin,9134453,unsolved,,,
483,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-1,1,"May 16, 2011, 9:15am",maxlee,"which are golden superhuman beings resembling the famous statuete prize. I'm sure there were several stories, possibly book length, featuring these beings which were symbiotes of humans and a creature that resembled a rug. I'm fairly sure this is golden age stuff from the pulps as I dimly recall the lurid cover that went with it, but it could have been a paperback cover... Help anyone?",,,not KI,,,recommendations
484,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-2,2,"May 16, 2011, 9:26am",mart1n,"Hi maxlee. I already answered you in your other thread, but I'll copy it over here: The throwrugs and Oscars are from Who Goes Here? by Bob Shaw, published in 1977. I'm not aware of any preceding short stories, though it's possible. There's an inferior sequel, I believe.",,49497,not KI,,,
485,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-3,3,"May 16, 2011, 9:28am",mart1n,"Unless he was riffing on something from back in the golden age, of course... it's very much a parody/satire.",,,not KI,,,
486,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-4,4,"May 16, 2011, 9:40am",maxlee,"Many thanks Mart1n, saw your response on 'name that book' just after I posted here. I must endeavour to cultivate some patience:( There's mention of a sequel called Dimensions in one of the reviews, and comparisons to Bill the Galactic Hero. I love that kind of stuff, Stainless Steel Rat as well.",,,not KI,,,
487,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-5,5,"May 16, 2011, 2:40pm",mart1n,"I read Dimensions ages ago, but can't recall much about it. Who Goes Here?, on the other hand, is great. I'm with you on the Harrison stuff too! I really wish Shaw had written more funny stuff - he wrote some great fan humour, whereas most of his pro work is good, but in a much more serious vein.",,,not KI,,,
488,116321,Science Fiction Fans,Looking for titles/author of stories featuring 'Oscars'...,6,116321-6,6,"May 17, 2011, 7:00pm",RobertDay,"""Dimensions"" was Bob's last finished novel, and it's not his best work, by any stretch of the imagination. It's not helped by an appalling lapse of taste by Gollancz's jacket designers which made me refuse to buy it in hardback, as I normally did with Bob's books. Mart1n's right about ""Who goes here?"" though.",,,not KI,,,
489,103678,Name that Book,romance between maid of honor and best man,3,103678-1,1,"Dec 2, 2010, 9:19am",lou146,Maid of honor is asked to go check in on bachelor party. She puts on some kind of disgue and ends up sleeping with the best man. I also remember somthing about an animal auction for chartiy where he ends us with a bunch of animals because he was trying to impress her.,,,,,,
490,103678,Name that Book,romance between maid of honor and best man,3,103678-2,2,"Dec 2, 2010, 9:56am",TheoClarke,You are describing The Dare by Elda Minger. Is this the book you had in mind?,mingerelda,976841,solved,Elda Minger: The Dare,976841,
491,103678,Name that Book,romance between maid of honor and best man,3,103678-3,3,"Dec 2, 2010, 10:23am",lou146,"Yeah, I think that is the book I'm looking for. I have described this to so many people over the years and everyone just looks at me like I'm crazy. Thanks so much for your help.",,,confirmed,,,
492,108344,BookMooching,Does this book sound familiar? (Trying to find a book),19,108344-1,1,"Jan 25, 2011, 8:48pm",momtorghj,"If I'm duplicating another book thread, please forgive me... I went through the threads in this group but didn't see one for this. I remember a movie that I watched when I was little... maybe 7 or 8 (I'm 30 now!). It was back when CBC showed Disney-type movies Sundays at 7pm... Anyhow, I think it might have been based on a book and I am interested in getting it for my girls. The basic plot: The family was Vietnamese/Laotian/Cambodian and came to America after being sponsored by a church group, I believe. They stayed with another family and I remember them being very shy and not wanting to lie on the beds, or explore etc. They had a little girl who was the main character and she was braver than the others. I think she eventually learned English well enough to be some sort of a ""super-student"" in spelling or something like that. It's not the book by Ann M. Martin where they adopt a little girl and she ends up being a better student than her older sister. Someone recommended that one and I got it - nice story but not the one I'm thinking of. Any and all help would be greatly appreciated. I don't even remember who was in the movie or else I would research it from that angle!",,,not KI,,,"OP was actually thinking of a movie
first request"
493,108344,BookMooching,Does this book sound familiar? (Trying to find a book),19,108344-2,2,"Jan 25, 2011, 9:59pm",GlendaHam,"Was that the TV movie entitled 'The Girl who Spelled Freedom"" 1986 http://www.imdb.com/title/tt0091115/ Storyline: In the mid 1970's, a young girl's family must endure a nightmarish life in her native country of Cambodia under the domination of the brutal Khmer Rouge regime. But things change for the better when an American family agrees to sponsor their immigration to the United States of America. They soon prove to have some difficulty adjusting to their new home as with language barriers and survival habits that are not necessary anymore, but are hard to break. While they are learning, one of the daughters struggles harder than the others and is personally driven to become a champion contender in spelling bees.  Starred Wayne Rogers and Mary Kay Place. and was produced in Canada for Disney and was a co-production with ITC.",,,not KI,,,
494,108344,BookMooching,Does this book sound familiar? (Trying to find a book),19,108344-3,3,"Jan 25, 2011, 11:33pm",momtorghj,"Thank you so much, Glenda! I had in my head that it starred someone from MASH but I had it in my brain that it was Mike Farrell. Well, it wasn't based on a book so I'm out of luck.  I really appreciate it!",,,not KI,,,
